tconst	parentTconst	seasonNumber	episodeNumber
tt0102144	tt2138025	\N	\N
tt0102145	tt2138025	\N	\N
tt0102172	tt0102171	1	2
tt0102199	tt0199184	16	17
tt0102255	tt1634348	1	4
tt0102276	tt0297626	8	11
tt0102281	tt0297626	8	10
tt0102337	tt0159876	20	17
tt0102378	tt0167644	1	1
tt0102379	tt0167644	1	4
tt0102416	tt0098765	2	1
tt0102424	tt0166458	5	9
tt0102474	tt15175450	1	6
tt0102501	tt0106078	2	3
tt0102502	tt0106078	2	2
tt0102547	tt0889258	2	1
tt0102605	tt0224815	1	8
tt0102621	tt0101161	1	1
tt0102643	tt0101152	1	1
tt0102644	tt0159876	20	3
tt0102711	tt0297625	3	6
tt0102769	tt0889258	2	2
tt0102786	tt0135104	\N	\N
tt0102787	tt0135104	\N	\N
tt0102856	tt1226281	1	2
tt0102857	tt0846838	1	11
tt0102863	tt0297625	3	3
tt0102925	tt0939820	1	1
tt0103020	tt0096658	3	13
tt0103046	tt0806910	1	252
tt0103047	tt0806910	1	251
tt0103048	tt0806910	1	239
tt0103049	tt0806910	1	250
tt0103050	tt0806910	1	234
tt0103051	tt0806910	1	247
tt0103052	tt0806910	1	246
tt0103053	tt0806910	1	249
tt0103054	tt0806910	1	240
tt0103062	tt0297625	3	2
tt0103071	tt0806901	21	9
tt0103145	tt0985040	9	2
tt0103149	tt0806910	1	243
tt0103159	tt0298685	1	2
tt0103221	tt0297626	9	8
tt0103409	tt13031912	1	2
tt0103758	tt1049304	7	3
tt0103822	tt0297625	4	4
tt0103861	tt0297625	4	3
tt0103915	tt0806910	1	254
tt0103993	tt0297626	8	8
tt0104015	tt1049304	7	1
tt0104064	tt0297626	9	5
tt0104124	tt0094416	5	3
tt0104152	tt0094416	4	8
tt0104158	tt0485176	\N	\N
tt0104178	tt0098765	3	2
tt0104199	tt7263982	\N	\N
tt0104226	tt0806910	1	267
tt0104387	tt0147788	1	5
tt0104591	tt0889258	3	1
tt0104603	tt8024248	1	2
tt0104618	tt0166458	6	8
tt0104625	tt0884889	\N	\N
tt0104688	tt0098765	3	1
tt0104698	tt0884889	\N	\N
tt0104738	tt1049304	7	9
tt0104784	tt0147788	1	3
tt0104792	tt0167644	2	1
tt0104793	tt0167644	2	3
tt0104803	tt0100099	1	2
tt0104806	tt1049304	7	5
tt0104825	tt0090481	7	1
tt0104849	tt0297626	8	13
tt0104929	tt0176357	\N	\N
tt0104931	tt0095670	2	1
tt0104932	tt0095670	2	2
tt0104933	tt0095670	2	4
tt0104934	tt0095670	2	3
tt0104935	tt0095670	2	5
tt0104936	tt0095670	2	6
tt0104958	tt0106078	2	4
tt0104959	tt0106078	2	7
tt0104991	tt0106084	1	4
tt0105115	tt0224815	\N	\N
tt0105155	tt3793732	\N	\N
tt0105204	tt0297625	3	8
tt0105273	tt0147788	1	4
tt0105332	tt1226281	1	3
tt0105357	tt0224815	1	7
tt0105373	tt0094456	5	10
tt0105418	tt0298685	2	5
tt0105440	tt0101152	2	1
tt0105453	tt0094456	2	10
tt0105528	tt0298685	2	1
tt0105539	tt0806910	1	266
tt0105540	tt0806910	1	256
tt0105541	tt0806910	1	253
tt0105542	tt0806910	1	257
tt0105544	tt0806910	1	274
tt0105545	tt0806910	1	276
tt0105546	tt0806910	1	262
tt0105547	tt0806910	1	260
tt0105548	tt0806910	1	259
tt0105549	tt0806910	1	263
tt0105557	tt0147788	1	2
tt0105648	tt0297625	4	8
tt0105663	tt0147788	1	6
tt0105677	tt0224815	1	5
tt0105741	tt0297625	4	1
tt0105743	tt0224815	1	11
tt0105757	tt0313144	1	11
tt0105760	tt7263982	\N	\N
tt0105878	tt1049304	7	13
tt0105997	tt13031912	1	3
tt0106093	tt0985040	11	1
tt0106194	tt3782658	\N	\N
tt0106336	tt0105946	1	0
tt0106365	tt0806910	1	283
tt0106381	tt0821060	1	1
tt0106437	tt0101050	4	1
tt0106484	tt1642302	1	5
tt0106496	tt0297625	5	8
tt0106608	tt7760044	\N	\N
tt0106614	tt0297626	9	6
tt0106647	tt1582355	3	2
tt0106672	tt2739426	1	4
tt0106844	tt12606372	2	5
tt0106845	tt12606372	2	3
tt0106846	tt12606372	2	2
tt0106847	tt12606372	2	6
tt0106848	tt12606372	2	1
tt0106849	tt12606372	2	4
tt0106893	tt0297626	9	4
tt0106916	tt0176357	11	1
tt0106948	tt0297625	5	2
tt0106967	tt27495474	1	24
tt0107020	tt0106012	1	0
tt0107072	tt0176357	11	5
tt0107094	tt0092322	\N	\N
tt0107097	tt0298685	3	3
tt0107143	tt0297625	5	6
tt0107201	tt0199184	19	1
tt0107363	tt0103468	2	17
tt0107375	tt0101185	1	3
tt0107407	tt1213665	1	1
tt0107411	tt0364151	12	1
tt0107441	tt0296329	1	2
tt0107466	tt1397131	3	5
tt0107487	tt0167644	4	1
tt0107488	tt0167644	3	1
tt0107493	tt0094416	6	7
tt0107500	tt0100099	1	3
tt0107513	tt7760044	\N	\N
tt0107516	tt0297626	9	9
tt0107552	tt0133302	3	18
tt0107596	tt0108717	1	4
tt0107598	tt0202179	22	2
tt0107602	tt0152923	1	1
tt0107640	tt0106078	3	2
tt0107742	tt0815353	1	10
tt0107746	tt0108717	1	1
tt0107776	tt0218768	3	2
tt0107847	tt0806901	22	4
tt0107848	tt0806901	22	3
tt0107854	tt0176357	11	3
tt0107857	tt7760044	\N	\N
tt0107881	tt0107880	1	2
tt0107882	tt0107880	1	3
tt0107883	tt0107880	1	4
tt0107884	tt0107880	1	5
tt0107885	tt0107880	1	6
tt0107886	tt7760044	\N	\N
tt0108007	tt0297625	4	6
tt0108022	tt1049304	8	4
tt0108025	tt7760044	\N	\N
tt0108054	tt1226281	1	4
tt0108062	tt0106126	1	0
tt0108068	tt0297625	4	5
tt0108079	tt0267154	11	6
tt0108103	tt4778940	1	1
tt0108107	tt12749392	1	2
tt0108108	tt12749392	1	1
tt0108139	tt0094416	5	8
tt0108163	tt0108088	1	3
tt0108170	tt0297626	9	10
tt0108208	tt0889258	4	1
tt0108214	tt0106145	1	1
tt0108240	tt0907694	1	1
tt0108247	tt0159876	21	10
tt0108249	tt0297626	9	1
tt0108296	tt0806910	1	279
tt0108297	tt0806910	1	269
tt0108298	tt0806910	1	287
tt0108299	tt0806910	1	282
tt0108300	tt0806910	1	278
tt0108301	tt0806910	1	284
tt0108302	tt0806910	1	272
tt0108303	tt0806910	1	270
tt0108352	tt1342141	1	4
tt0108383	tt0252792	1	6
tt0108452	tt0959258	1	3
tt0108453	tt0959258	1	1
tt0108513	tt0297625	5	7
tt0108635	tt0103586	2	5
tt0108676	tt0112239	1	2
tt0108699	tt0889258	5	1
tt0108706	tt0212675	1	1
tt0108768	tt13031912	1	4
tt0108816	tt0112239	2	5
tt0109003	tt10198576	1	1
tt0109077	tt7263982	\N	\N
tt0109080	tt0297626	10	3
tt0109168	tt3796112	\N	\N
tt0109202	tt0297625	6	1
tt0109220	tt0809370	1	2
tt0109397	tt0298685	3	5
tt0109422	tt4778940	1	9
tt0109431	tt0252792	1	1
tt0109463	tt0139780	1	8
tt0109519	tt0094416	6	9
tt0109587	tt0298685	4	3
tt0109684	tt0108756	1	0
tt0109701	tt0108758	1	1
tt0109853	tt0252792	1	9
tt0109909	tt0199184	19	6
tt0109928	tt0809370	1	6
tt0109943	tt3793732	\N	\N
tt0109976	tt2329424	1	1
tt0109977	tt2329424	1	5
tt0109978	tt2329424	1	6
tt0109979	tt2329424	1	3
tt0109980	tt2329424	1	2
tt0110014	tt0094525	6	1
tt0110128	tt0094484	8	1
tt0110129	tt0094484	8	2
tt0110133	tt0252792	1	7
tt0110147	tt0139780	1	12
tt0110179	tt0108902	1	8
tt0110245	tt0907694	1	3
tt0110314	tt0806901	23	7
tt0110382	tt0297626	14	5
tt0110435	tt0202179	23	2
tt0110482	tt0298685	4	1
tt0110483	tt0298685	4	2
tt0110509	tt0297626	10	17
tt0110556	tt0112080	1	1
tt0110571	tt1781127	\N	\N
tt0110572	tt0298685	4	4
tt0110596	tt0297625	6	6
tt0110617	tt0106078	3	1
tt0110650	tt12286486	1	1
tt0110700	tt0297626	10	5
tt0110743	tt3805856	\N	\N
tt0110746	tt0806910	1	298
tt0110766	tt0252792	1	5
tt0110789	tt3782882	\N	\N
tt0110814	tt10198576	1	3
tt0110856	tt0109016	1	28
tt0110861	tt0806901	24	3
tt0110862	tt0806901	23	2
tt0110863	tt0806901	23	3
tt0110873	tt0252792	1	3
tt0111015	tt0806904	1	1
tt0111029	tt0889258	5	2
tt0111033	tt0108902	1	4
tt0111105	tt0075471	15	1
tt0111156	tt12749392	2	1
tt0111157	tt12749392	2	2
tt0111158	tt12749392	2	3
tt0111210	tt0297626	10	2
tt0111272	tt0108717	3	2
tt0111281	tt0092455	7	25
tt0111283	tt0874686	1	1
tt0111307	tt4106356	1	2
tt0111368	tt0806910	1	300
tt0111369	tt0806910	1	286
tt0111370	tt0806910	1	289
tt0111371	tt0806910	1	299
tt0111372	tt0806910	1	288
tt0111373	tt0806910	1	296
tt0111374	tt0806910	1	297
tt0111375	tt0806910	1	293
tt0111376	tt0806910	1	291
tt0111377	tt0806910	1	290
tt0111465	tt1868747	1994	89
tt0111524	tt0297625	6	4
tt0111535	tt0252792	1	2
tt0111570	tt0959258	1	7
tt0111571	tt0959258	1	5
tt0111572	tt0959258	1	4
tt0111669	tt0809370	1	4
tt0111692	tt0388574	\N	\N
tt0111709	tt0297625	5	1
tt0111721	tt0907694	1	2
tt0111906	tt0139780	1	11
tt0112026	tt0118358	6	14
tt0112120	tt10198576	1	6
tt0112250	tt10198576	1	7
tt0112268	tt0111870	1	1
tt0112278	tt0297626	11	5
tt0112331	tt0806901	24	9
tt0112475	tt0821060	1	2
tt0112490	tt0985040	12	5
tt0112531	tt0809370	1	5
tt0112587	tt2162289	2	1
tt0112663	tt0985040	13	2
tt0112676	tt10198576	1	5
tt0112677	tt10198576	1	9
tt0112718	tt0112111	1	12
tt0112733	tt0297626	11	4
tt0112737	tt3782882	\N	\N
tt0112855	tt10198576	1	8
tt0112932	tt0092322	8	67
tt0113003	tt0809370	1	3
tt0113020	tt1186344	1	4
tt0113053	tt3805856	\N	\N
tt0113127	tt0111971	1	1
tt0113147	tt0133302	14	13
tt0113167	tt10198576	1	11
tt0113251	tt2329424	1	4
tt0113387	tt0889258	6	1
tt0113395	tt1868747	1995	114
tt0113404	tt0094484	8	3
tt0113405	tt0094484	8	4
tt0113495	tt0106042	3	6
tt0113549	tt0298685	5	5
tt0113560	tt1342141	1	5
tt0113637	tt0159876	24	10
tt0113714	tt0297626	14	3
tt0113740	tt0167644	6	1
tt0113877	tt0159876	24	3
tt0113897	tt5278426	1	6
tt0113907	tt0806910	1	303
tt0113916	tt10198576	1	4
tt0113955	tt0297626	12	4
tt0113974	tt3805856	\N	\N
tt0114117	tt0297626	\N	\N
tt0114120	tt0094524	4	7
tt0114155	tt0806901	25	4
tt0114156	tt0806901	24	5
tt0114157	tt0806901	24	2
tt0114297	tt0806904	1	2
tt0114302	tt0806901	24	11
tt0114326	tt0297626	12	5
tt0114330	tt15441582	1	23
tt0114353	tt0907694	1	7
tt0114392	tt0159876	23	7
tt0114407	tt0298685	5	1
tt0114414	tt1146333	8	1
tt0114416	tt12749392	3	2
tt0114417	tt12749392	3	1
tt0114418	tt12749392	3	3
tt0114450	tt0166458	9	3
tt0114498	tt0907694	1	6
tt0114530	tt0112178	1	1
tt0114532	tt0874686	1	2
tt0114547	tt0112180	1	0
tt0114561	tt0112183	1	2
tt0114566	tt0297626	12	3
tt0114627	tt0806910	1	319
tt0114628	tt0806910	1	318
tt0114629	tt0806910	1	304
tt0114630	tt0806910	1	308
tt0114631	tt0806910	1	302
tt0114632	tt0806910	1	320
tt0114633	tt0806910	1	322
tt0114634	tt0806910	1	307
tt0114635	tt0806910	1	301
tt0114685	tt2325388	1	4
tt0114735	tt0094416	9	8
tt0114777	tt0880565	1	1
tt0114804	tt0959258	1	11
tt0114871	tt0860267	1	3
tt0114903	tt0907694	1	4
tt0115068	tt0882736	2	1
tt0115093	tt1196259	2	1
tt0115441	tt10198576	1	15
tt0115492	tt0115089	1	0
tt0115534	tt0115122	1	1
tt0115566	tt10198576	1	14
tt0115634	tt0094416	8	7
tt0115659	tt0907694	1	14
tt0115739	tt0126179	1	13
tt0115761	tt0298685	6	4
tt0115767	tt0115117	1	1
tt0115777	tt0115122	1	4
tt0115778	tt0115122	2	1
tt0115779	tt0115122	1	2
tt0115780	tt0115122	1	3
tt0115821	tt0115126	1	1
tt0115829	tt0224935	1	4
tt0115840	tt0166458	9	8
tt0115873	tt3805856	\N	\N
tt0115922	tt0168596	1	0
tt0115982	tt0297626	14	1
tt0116009	tt0147760	1	1
tt0116010	tt0147760	1	2
tt0116011	tt0147760	1	3
tt0116021	tt0364151	11	2
tt0116034	tt0842384	\N	\N
tt0116056	tt0297626	14	2
tt0116061	tt2979006	1	6
tt0116161	tt0115161	1	1
tt0116171	tt0202179	24	4
tt0116204	tt3797766	1	8
tt0116237	tt1126207	23	6
tt0116244	tt0117248	1	4
tt0116326	tt0115174	1	1
tt0116327	tt0115175	1	0
tt0116428	tt3428884	1	6
tt0116429	tt3428884	1	5
tt0116472	tt2329424	1	9
tt0116473	tt2329424	1	8
tt0116474	tt2329424	1	7
tt0116498	tt0907694	1	13
tt0116507	tt0166458	9	1
tt0116591	tt0978908	1	1
tt0116688	tt0159876	25	13
tt0116856	tt0364151	11	1
tt0116870	tt0907694	1	10
tt0116907	tt0159876	\N	\N
tt0117044	tt0094416	10	3
tt0117133	tt0106078	3	11
tt0117134	tt0106078	3	10
tt0117197	tt3805856	\N	\N
tt0117355	tt0806901	25	1
tt0117474	tt0889258	6	2
tt0117512	tt0806904	1	5
tt0117513	tt0806904	1	4
tt0117514	tt0806904	1	3
tt0117563	tt0115347	1	0
tt0117564	tt0907694	1	9
tt0117584	tt0166458	9	6
tt0117588	tt3805856	\N	\N
tt0117598	tt0115351	1	1
tt0117620	tt12749392	4	3
tt0117621	tt12749392	4	1
tt0117622	tt12749392	4	2
tt0117641	tt0133302	14	9
tt0117654	tt0115355	1	3
tt0117712	tt0874684	1	1
tt0117713	tt0978908	1	3
tt0117759	tt0112183	1	4
tt0117790	tt3793732	\N	\N
tt0117836	tt0092322	8	87
tt0117837	tt0806910	1	337
tt0117838	tt0806910	1	329
tt0117839	tt0806910	1	342
tt0117840	tt0806910	1	321
tt0117841	tt0806910	1	344
tt0117842	tt0806910	1	330
tt0117843	tt0806910	1	347
tt0117844	tt0806910	1	323
tt0117845	tt0806910	1	343
tt0117847	tt0806910	1	331
tt0117848	tt0806910	1	336
tt0117849	tt0806910	1	325
tt0117850	tt0806910	1	324
tt0117851	tt0806910	1	333
tt0117852	tt0806910	1	346
tt0117853	tt0806910	1	334
tt0117854	tt0806910	1	338
tt0117855	tt0806910	1	345
tt0117856	tt0806910	1	348
tt0117857	tt0806910	1	349
tt0117858	tt0806910	1	341
tt0117859	tt0806910	1	340
tt0117860	tt0806910	1	326
tt0117861	tt0806910	1	328
tt0117862	tt0806910	1	335
tt0117863	tt0806910	1	363
tt0117864	tt0806910	1	327
tt0117974	tt0463399	1	3
tt0117980	tt0297625	8	2
tt0118012	tt1146333	9	1
tt0118203	tt10198576	1	16
tt0118224	tt0882736	3	2
tt0118225	tt0882736	3	1
tt0118226	tt0882736	3	3
tt0118339	tt6677224	1	3
tt0118357	tt0118358	8	1
tt0118498	tt1511543	1	1
tt0118618	tt0132666	1	8
tt0118628	tt0889258	7	2
tt0118629	tt0889258	7	1
tt0118693	tt0907683	1	1
tt0118695	tt0821060	1	3
tt0118775	tt0166458	10	2
tt0118791	tt0115122	2	4
tt0118792	tt0115122	2	3
tt0118793	tt0115122	2	8
tt0118794	tt0115122	2	7
tt0118795	tt0115122	2	2
tt0118796	tt0115122	2	5
tt0118797	tt0115122	2	6
tt0118830	tt1287866	\N	\N
tt0118918	tt0147760	2	2
tt0118919	tt0147760	2	3
tt0118920	tt0147760	2	4
tt0118921	tt0147760	2	1
tt0118988	tt3805856	\N	\N
tt0119043	tt0115243	1	3
tt0119102	tt13185510	1	1
tt0119213	tt0132666	40	22
tt0119320	tt0297625	9	2
tt0119356	tt1213665	1	27
tt0119384	tt0907694	1	16
tt0119394	tt0364151	11	4
tt0119410	tt2161761	\N	\N
tt0119443	tt0940632	1	5
tt0119444	tt0940632	1	2
tt0119445	tt0940632	1	1
tt0119446	tt0940632	1	3
tt0119447	tt0940632	1	4
tt0119487	tt0118378	1	0
tt0119507	tt2161761	1	2
tt0119540	tt0177451	1	2
tt0119541	tt0177451	1	4
tt0119571	tt0132666	1	11
tt0119612	tt0118393	1	1
tt0119638	tt0169474	1	1
tt0119641	tt0202179	25	2
tt0119681	tt0181932	1	1
tt0119701	tt0118404	1	1
tt0119747	tt3805856	\N	\N
tt0119748	tt2161761	1	4
tt0119798	tt0348811	1	20
tt0119813	tt2161761	1	5
tt0119825	tt0132666	1	9
tt0119911	tt0806901	26	3
tt0119912	tt0806901	26	1
tt0119913	tt0806901	26	5
tt0119914	tt0806901	26	6
tt0119915	tt0806901	26	2
tt0119916	tt0806901	26	4
tt0120009	tt0143058	1	0
tt0120016	tt0298685	6	3
tt0120049	tt1169951	1	1
tt0120055	tt15441582	1	25
tt0120068	tt2161761	\N	\N
tt0120079	tt2161761	1	3
tt0120098	tt0111870	2	2
tt0120109	tt12749392	5	2
tt0120110	tt12749392	5	1
tt0120111	tt12749392	5	3
tt0120136	tt0126179	1	1
tt0120141	tt0133302	15	2
tt0120165	tt0118471	1	0
tt0120178	tt4296044	1	6
tt0120180	tt0874684	1	2
tt0120181	tt0874684	1	7
tt0120182	tt0874684	1	3
tt0120183	tt0874684	1	4
tt0120217	tt0297626	15	3
tt0120234	tt0907694	1	17
tt0120279	tt0806910	1	351
tt0120280	tt0806910	1	352
tt0120281	tt0806910	1	365
tt0120282	tt0806910	1	357
tt0120283	tt0806910	1	354
tt0120284	tt0806910	1	362
tt0120285	tt0806910	1	366
tt0120286	tt0806910	1	359
tt0120287	tt0806910	1	355
tt0120288	tt0847709	1	1
tt0120289	tt0806910	1	353
tt0120290	tt0806910	1	358
tt0120291	tt0806910	1	356
tt0120293	tt0806910	1	360
tt0120294	tt0806910	1	361
tt0120295	tt0806910	1	367
tt0120296	tt0806910	1	350
tt0120297	tt0806910	1	364
tt0120298	tt0806910	1	374
tt0120342	tt2161761	\N	\N
tt0120398	tt2161761	\N	\N
tt0120403	tt0111870	2	1
tt0120418	tt0169474	1	4
tt0120420	tt0959258	1	12
tt0120440	tt0118507	1	1
tt0120511	tt0176357	6	3
tt0120517	tt0907694	1	15
tt0120557	tt0882736	4	2
tt0120558	tt0882736	3	4
tt0120559	tt0882736	4	1
tt0120929	tt0071054	4	7
tt0121018	tt0052512	\N	\N
tt0121156	tt1686687	\N	\N
tt0121198	tt12753314	\N	\N
tt0121221	tt1711895	1	5
tt0121252	tt0050026	1	7
tt0121291	tt0046593	10	21
tt0121308	tt1287866	4	3
tt0121440	tt0806910	1	45
tt0121547	tt4778940	1	6
tt0121593	tt0121027	17	1
tt0121648	tt0806901	11	6
tt0121651	tt0165592	7	14
tt0121652	tt0176357	\N	\N
tt0121664	tt4250224	1	3
tt0121715	tt0167732	1	19
tt0121792	tt0806910	1	47
tt0121793	tt0806910	1	161
tt0121875	tt1287866	1	1
tt0121881	tt1686687	\N	\N
tt0122098	tt0199214	2	6
tt0122166	tt0047720	6	14
tt0122217	tt0806901	21	7
tt0122258	tt0051328	2	3
tt0122394	tt0907683	1	8
tt0122431	tt9141320	1	1
tt0122432	tt9141320	1	2
tt0122433	tt9141320	1	3
tt0122633	tt0297626	11	7
tt0122665	tt0806901	22	1
tt0122666	tt0806901	23	1
tt0122667	tt0806901	26	7
tt0122668	tt0806901	23	4
tt0122669	tt0806901	24	1
tt0122737	tt0040051	7	1
tt0122745	tt0806910	1	306
tt0122746	tt0806910	1	311
tt0122797	tt2286153	1	4
tt0123005	tt0202179	14	5
tt0123008	tt3662072	\N	\N
tt0123009	tt0297626	6	11
tt0123044	tt0056751	20	23
tt0123169	tt0199933	\N	\N
tt0123182	tt0106078	3	4
tt0123183	tt0106078	3	3
tt0123230	tt0364151	1	1
tt0123315	tt0860267	1	4
tt0123433	tt0096542	3	1
tt0123520	tt1196259	3	4
tt0123676	tt9141320	1	4
tt0123677	tt9141320	1	5
tt0123678	tt9141320	1	6
tt0123679	tt9141320	1	7
tt0123680	tt9141320	1	8
tt0123821	tt0907694	1	5
tt0123888	tt0202179	6	1
tt0124017	tt0106078	3	7
tt0124018	tt0106078	3	8
tt0124019	tt0106078	3	9
tt0124064	tt0806901	11	1
tt0124065	tt0806901	12	4
tt0124066	tt0806901	13	2
tt0124067	tt0806901	13	3
tt0124068	tt0806901	8	1
tt0124069	tt0806901	12	5
tt0124070	tt0806901	2	7
tt0124071	tt0806901	23	6
tt0124160	tt0806910	1	230
tt0124178	tt0149439	\N	\N
tt0124190	tt0959258	1	2
tt0124275	tt0075472	7	13
tt0124604	tt0353090	\N	\N
tt0124751	tt0164295	3	2
tt0124758	tt0297626	2	7
tt0124802	tt0106078	2	5
tt0124803	tt0106078	3	5
tt0124829	tt0297625	6	3
tt0124895	tt0806910	1	368
tt0124961	tt0159876	49	15
tt0125080	tt0125081	1	16
tt0125082	tt0125081	1	6
tt0125083	tt0125081	1	14
tt0125084	tt0125081	1	13
tt0125085	tt0125081	1	17
tt0125086	tt0125081	1	18
tt0125087	tt0125081	1	5
tt0125088	tt0125081	1	12
tt0125089	tt0125081	1	10
tt0125090	tt0125081	1	8
tt0125091	tt0125081	1	9
tt0125092	tt0125081	1	7
tt0125093	tt0125081	1	3
tt0125094	tt0125081	1	15
tt0125095	tt0125081	1	2
tt0125096	tt0125081	1	11
tt0125097	tt0125081	1	4
tt0125394	tt0166458	7	1
tt0125418	tt10304100	1	3
tt0125462	tt0806901	26	8
tt0125463	tt0806901	13	5
tt0125478	tt0989125	6	21
tt0125532	tt0989125	3	16
tt0125538	tt0806910	1	258
tt0125539	tt0806910	1	369
tt0125540	tt0806910	1	312
tt0125544	tt0989125	7	42
tt0125552	tt0275875	\N	\N
tt0125561	tt0989125	5	38
tt0125566	tt0989125	1	3
tt0125567	tt0989125	8	10
tt0125569	tt0297621	2	44
tt0125603	tt0199214	5	1
tt0125605	tt0094529	1	1
tt0125674	tt0098749	1	1
tt0125720	tt0164295	4	2
tt0125755	tt2388808	\N	\N
tt0125944	tt0815353	1	2
tt0126107	tt1781127	\N	\N
tt0126124	tt0907694	1	8
tt0126363	tt0102171	1	3
tt0126395	tt0313144	1	9
tt0126419	tt0259792	3	4
tt0126672	tt0120956	\N	\N
tt0126673	tt0874686	1	6
tt0126692	tt0806910	1	244
tt0126693	tt0806910	1	370
tt0126694	tt0806910	1	277
tt0126695	tt0806910	1	265
tt0126696	tt0806910	1	371
tt0126927	tt0115243	1	4
tt0126930	tt3428884	1	2
tt0126972	tt0815353	1	3
tt0126977	tt0075471	15	5
tt0126992	tt0297626	10	14
tt0127280	tt0094456	4	1
tt0127309	tt0313144	1	13
tt0127322	tt0132666	1	2
tt0127404	tt0098900	3	2
tt0127408	tt0842384	\N	\N
tt0127413	tt0098900	2	9
tt0127457	tt0821060	1	4
tt0127470	tt2297229	1	6
tt0127519	tt0297625	6	7
tt0127572	tt0463399	1	19
tt0127614	tt0159876	21	14
tt0127616	tt0098900	1	1
tt0127690	tt2162289	1	2
tt0127758	tt0098900	7	11
tt0127804	tt1226281	1	5
tt0127821	tt0098900	2	4
tt0127902	tt1213665	1	53
tt0127922	tt0806910	1	372
tt0127923	tt0806910	1	373
tt0127984	tt0313144	1	2
tt0128088	tt0046643	1	7
tt0128111	tt0111914	1	1
tt0128333	tt0090481	8	20
tt0128407	tt0046580	1	4
tt0128708	tt0806910	1	294
tt0128860	tt0907694	1	18
tt0128868	tt0129117	1	1
tt0128874	tt0133302	15	17
tt0128882	tt0129117	1	7
tt0128901	tt0129117	1	5
tt0128942	tt0313144	1	6
tt0128978	tt0297626	1	8
tt0129305	tt0165592	6	1
tt0129316	tt0139780	1	13
tt0129425	tt0806910	1	390
tt0129444	tt0273026	10	5
tt0129626	tt1213665	1	38
tt0129821	tt0815353	1	27
tt0129858	tt0199214	6	3
tt0129925	tt0108695	1	9
tt0130074	tt0218792	\N	\N
tt0130097	tt0273026	\N	\N
tt0130111	tt0090481	8	3
tt0130263	tt4296044	1	5
tt0130304	tt0806910	1	295
tt0130418	tt0072560	2	16
tt0130480	tt0127990	1	1
tt0130501	tt0363319	1	1
tt0130559	tt0167732	1	5
tt0130631	tt0267154	\N	\N
tt0130700	tt0783864	4	10
tt0130706	tt0199184	10	13
tt0131050	tt0806910	1	27
tt0131051	tt0806910	1	84
tt0131052	tt0806910	1	109
tt0131053	tt0806910	1	74
tt0131054	tt0806910	1	60
tt0131055	tt0806910	1	103
tt0131056	tt0806910	1	38
tt0131057	tt0806910	1	49
tt0131058	tt0806910	1	15
tt0131326	tt0113706	1	5
tt0131474	tt0147770	1	1
tt0131536	tt0159876	22	6
tt0131577	tt0847709	1	2
tt0131586	tt0815353	1	18
tt0131610	tt0806910	1	65
tt0131611	tt0806910	1	53
tt0131620	tt0132666	1	6
tt0132087	tt0985040	9	5
tt0132446	tt0169456	2	4
tt0132496	tt0847709	1	3
tt0132532	tt0874686	1	7
tt0132647	tt0112239	5	1
tt0132944	tt0456786	\N	\N
tt0133092	tt0090481	8	12
tt0133113	tt13498224	\N	\N
tt0133256	tt0364151	12	2
tt0133320	tt0098889	1	12
tt0133376	tt3793732	\N	\N
tt0133702	tt0069620	6	1
tt0133712	tt0820333	2	1
tt0133717	tt0108749	4	3
tt0133718	tt0108749	4	2
tt0133894	tt0131673	1	1
tt0133958	tt0090481	6	1
tt0134008	tt0186766	1	0
tt0134038	tt0806901	26	9
tt0134063	tt0806904	1	6
tt0134144	tt0806910	1	317
tt0134174	tt1041883	\N	\N
tt0134177	tt1041883	\N	\N
tt0134233	tt0112239	5	5
tt0134249	tt0318224	\N	\N
tt0134600	tt1213665	1	56
tt0134694	tt3805856	\N	\N
tt0134816	tt0297625	6	5
tt0134818	tt2162289	2	5
tt0134901	tt0806901	26	10
tt0134952	tt0165592	8	11
tt0134967	tt0112167	1	1
tt0134978	tt0312084	2	2
tt0135038	tt0860267	1	8
tt0135039	tt0860267	1	9
tt0135040	tt0860267	1	10
tt0135071	tt0907694	1	19
tt0135072	tt1213665	1	51
tt0135073	tt0112239	5	3
tt0136199	tt0132666	1	13
tt0136368	tt1784086	2	6
tt0136395	tt1213665	1	55
tt0136415	tt0297626	15	6
tt0136530	tt1245432	4	5
tt0136629	tt0112239	5	2
tt0136989	tt0842384	\N	\N
tt0137120	tt0106078	3	15
tt0137121	tt0106078	3	14
tt0137167	tt0806901	2	8
tt0137168	tt0806901	2	9
tt0137169	tt0806901	27	1
tt0137170	tt0806901	3	6
tt0137171	tt0806901	3	4
tt0137172	tt0806901	3	3
tt0137173	tt0806901	3	1
tt0137174	tt0806901	3	2
tt0137198	tt0806904	1	7
tt0137228	tt0806910	1	376
tt0137237	tt0115100	2	3
tt0137255	tt0896681	1	1
tt0137263	tt0860267	1	11
tt0137466	tt2324163	1	3
tt0137825	tt0083435	1	1
tt0138031	tt0806901	24	4
tt0138038	tt0132666	1	14
tt0138068	tt0132666	1	16
tt0138083	tt0202179	16	4
tt0138117	tt0165592	5	12
tt0138124	tt0806910	1	377
tt0138168	tt0958967	1	10
tt0138199	tt0259794	1	2
tt0138424	tt0094456	3	5
tt0138470	tt3428884	2	1
tt0138582	tt0364151	12	4
tt0138589	tt2013869	1	3
tt0138597	tt0096689	2	5
